ElectionNumber	ElectionDate	ElectionName	CountyName	StatType	TotalRep	TotalDem	TotalOth	TotalNpa	GrandTotal	CompileDate
10282	11/08/2016	2016 General Election	State Totals	Voted Early	629,613	671,602	37,387	274,412	1,613,014	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Alachua	Voted Early	5,498	12,878	449	2,999	21,824	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Baker	Voted Early	2,433	1,211	42	246	3,932	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Bay	Voted Early	4,830	2,055	141	893	7,919	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Bradford	Voted Early	1,151	750	26	146	2,073	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Brevard	Voted Early	25,835	19,376	1,758	9,400	56,369	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Broward	Voted Early	36,196	102,184	2,262	32,055	172,697	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Calhoun	Voted Early	393	857	10	83	1,343	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Charlotte	Voted Early	9,295	5,265	700	2,979	18,239	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Citrus	Voted Early	8,956	4,565	493	2,602	16,616	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Clay	Voted Early	17,790	5,591	542	3,493	27,416	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Collier	Voted Early	20,576	9,767	826	6,704	37,873	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Columbia	Voted Early	1,312	844	47	208	2,411	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	DeSoto	Voted Early	817	1,173	27	245	2,262	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Dixie	Voted Early	422	418	24	63	927	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Duval	Voted Early	36,595	40,094	2,220	10,610	89,519	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Escambia	Voted Early	13,723	9,444	544	2,893	26,604	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Flagler	Voted Early	7,130	5,339	322	2,573	15,364	10/30/2016  7:32AM
10282	11/08/2016	2016 General Election	Franklin	Voted Early	185	286	9	51	531	10/30/2016  7:32AM
