ElectionNumber	ElectionDate	ElectionName	CountyName	StatType	TotalRep	TotalDem	TotalOth	TotalNpa	GrandTotal	CompileDate
10282	11/08/2016	2016 General Election	Leon	Voted Vote-by-Mail	9,249	16,158	553	3,198	29,158	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Levy	Voted Vote-by-Mail	2,714	1,656	210	421	5,001	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Liberty	Voted Vote-by-Mail	81	365	3	23	472	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Madison	Voted Vote-by-Mail	350	675	19	68	1,112	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Manatee	Voted Vote-by-Mail	31,790	20,707	1,537	12,204	66,238	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Marion	Voted Vote-by-Mail	18,985	12,292	1,365	4,732	37,374	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Martin	Voted Vote-by-Mail	16,774	7,482	1,238	4,179	29,673	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Miami-Dade	Voted Vote-by-Mail	99,994	119,879	3,787	69,375	293,035	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Monroe	Voted Vote-by-Mail	6,302	5,097	349	2,380	14,128	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Nassau	Voted Vote-by-Mail	5,918	2,441	269	1,218	9,846	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Okaloosa	Voted Vote-by-Mail	13,687	4,501	465	3,451	22,104	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Okeechobee	Voted Vote-by-Mail	1,269	937	51	230	2,487	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Orange	Voted Vote-by-Mail	49,656	69,223	2,697	32,261	153,837	11/08/2016  5:40AM
10282	11/08/2016	2016 General Election	Osceola	Voted Vote-by-Mail	12,544	20,039	953	10,187	43,723	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Palm Beach	Voted Vote-by-Mail	42,496	70,402	4,456	27,094	144,448	11/08/2016  6:18AM
10282	11/08/2016	2016 General Election	Pasco	Voted Vote-by-Mail	28,066	23,441	2,859	12,355	66,721	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Pinellas	Voted Vote-by-Mail	94,920	91,892	8,272	44,545	239,629	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Polk	Voted Vote-by-Mail	33,899	28,922	2,230	12,682	77,733	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Putnam	Voted Vote-by-Mail	2,875	2,761	129	595	6,360	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Santa Rosa	Voted Vote-by-Mail	11,448	3,801	595	2,456	18,300	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Sarasota	Voted Vote-by-Mail	32,346	28,266	2,093	13,565	76,270	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Seminole	Voted Vote-by-Mail	27,097	20,808	1,320	12,178	61,403	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	St. Johns	Voted Vote-by-Mail	14,565	6,743	727	4,098	26,133	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	St. Lucie	Voted Vote-by-Mail	15,180	16,888	1,399	6,921	40,388	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Sumter	Voted Vote-by-Mail	10,285	5,513	508	3,287	19,593	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Suwannee	Voted Vote-by-Mail	2,051	1,791	144	271	4,257	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Taylor	Voted Vote-by-Mail	806	1,229	37	66	2,138	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Union	Voted Vote-by-Mail	397	483	16	55	951	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Volusia	Voted Vote-by-Mail	31,502	26,419	2,233	13,490	73,644	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Wakulla	Voted Vote-by-Mail	1,291	1,451	79	244	3,065	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Walton	Voted Vote-by-Mail	4,540	1,387	106	825	6,858	11/08/2016  4:28AM
10282	11/08/2016	2016 General Election	Washington	Voted Vote-by-Mail	1,351	941	23	160	2,475	11/08/2016  4:28AM
