ElectionNumber	ElectionDate	ElectionName	CountyName	StatType	TotalRep	TotalDem	TotalOth	TotalNpa	GrandTotal	CompileDate
10282	11/08/2016	2016 General Election	Orange	Voted Early	64,160	105,442	4,664	52,122	226,388	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Osceola	Voted Early	14,003	27,147	1,035	13,721	55,906	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Palm Beach	Voted Early	61,598	101,258	6,879	47,825	217,560	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Pasco	Voted Early	33,663	24,816	3,099	15,055	76,633	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Pinellas	Voted Early	23,579	26,167	2,238	14,902	66,886	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Polk	Voted Early	30,504	33,631	2,044	16,720	82,899	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Putnam	Voted Early	6,092	5,994	228	1,554	13,868	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Santa Rosa	Voted Early	24,227	7,109	958	4,904	37,198	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Sarasota	Voted Early	36,683	24,494	2,319	16,431	79,927	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Seminole	Voted Early	39,150	35,030	2,312	21,667	98,159	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	St. Johns	Voted Early	41,519	16,656	1,917	11,516	71,608	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	St. Lucie	Voted Early	17,026	23,727	1,521	10,065	52,339	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Sumter	Voted Early	26,845	10,047	1,489	7,163	45,544	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Suwannee	Voted Early	2,996	2,387	179	459	6,021	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Taylor	Voted Early	1,217	1,681	45	156	3,099	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Union	Voted Early	1,189	955	45	128	2,317	11/06/2016 10:10AM
10282	11/08/2016	2016 General Election	Volusia	Voted Early	36,486	37,322	2,904	21,228	97,940	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Wakulla	Voted Early	3,048	2,939	150	687	6,824	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Walton	Voted Early	8,912	2,474	195	1,858	13,439	11/06/2016  6:31AM
10282	11/08/2016	2016 General Election	Washington	Voted Early	2,249	1,169	45	212	3,675	11/06/2016  6:31AM
