ElectionNumber	ElectionDate	ElectionName	CountyName	StatType	TotalRep	TotalDem	TotalOth	TotalNpa	GrandTotal	CompileDate
10282	11/08/2016	2016 General Election	Gulf	Voted Early	937	650	30	97	1,714	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Hamilton	Voted Early	256	338	16	35	645	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Hardee	Voted Early	776	461	22	88	1,347	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Hendry	Voted Early	1,556	1,647	46	252	3,501	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Hernando	Voted Early	6,922	4,795	468	2,217	14,402	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Highlands	Voted Early	4,411	2,712	229	1,049	8,401	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Hillsborough	Voted Early	42,486	52,395	2,944	21,017	118,842	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Holmes	Voted Early	1,163	428	12	76	1,679	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Indian River	Voted Early	10,536	5,540	613	3,471	20,160	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Jackson	Voted Early	2,343	3,072	58	272	5,745	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Jefferson	Voted Early	573	1,072	32	120	1,797	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Lafayette	Voted Early	198	275	9	14	496	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Lake	Voted Early	20,225	14,593	1,456	7,371	43,645	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Lee	Voted Early	27,522	17,236	1,314	11,047	57,119	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Leon	Voted Early	9,714	18,972	571	3,402	32,659	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Levy	Voted Early	1,449	862	127	241	2,679	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Liberty	Voted Early	163	606	5	32	806	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Madison	Voted Early	683	1,231	23	104	2,041	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Manatee	Voted Early	12,127	8,578	552	4,439	25,696	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Marion	Voted Early	18,971	13,782	1,480	5,328	39,561	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Martin	Voted Early	10,863	5,324	956	3,127	20,270	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Miami-Dade	Voted Early	67,411	113,124	3,126	55,723	239,384	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Monroe	Voted Early	3,109	2,805	181	1,419	7,514	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Nassau	Voted Early	9,438	2,934	363	1,470	14,205	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Okaloosa	Voted Early	17,127	4,918	397	3,168	25,610	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Okeechobee	Voted Early	1,951	1,254	83	346	3,634	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Orange	Voted Early	34,897	59,135	2,508	25,213	121,753	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Osceola	Voted Early	8,270	15,049	598	6,420	30,337	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Palm Beach	Voted Early	35,264	59,498	3,941	24,520	123,223	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Pasco	Voted Early	12,808	9,807	1,170	4,987	28,772	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Pinellas	Voted Early	11,129	12,480	1,040	6,182	30,831	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Polk	Voted Early	16,943	19,011	1,150	7,900	45,004	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Putnam	Voted Early	3,968	3,504	147	811	8,430	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Santa Rosa	Voted Early	14,297	4,235	543	2,498	21,573	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Sarasota	Voted Early	21,720	14,612	1,328	8,737	46,397	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Seminole	Voted Early	23,435	21,118	1,279	11,378	57,210	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	St. Johns	Voted Early	25,162	10,266	1,107	6,173	42,708	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	St. Lucie	Voted Early	10,217	14,101	858	5,228	30,404	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Sumter	Voted Early	19,676	7,209	1,034	4,919	32,838	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Suwannee	Voted Early	1,291	920	81	154	2,446	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Taylor	Voted Early	721	949	25	81	1,776	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Union	Voted Early	541	337	19	34	931	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Volusia	Voted Early	20,890	21,319	1,600	10,497	54,306	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Wakulla	Voted Early	1,987	1,908	93	382	4,370	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Walton	Voted Early	3,436	964	63	604	5,067	11/01/2016  7:27AM
10282	11/08/2016	2016 General Election	Washington	Voted Early	1,460	693	30	110	2,293	11/01/2016  7:27AM
